input,label,initial_nl,numbering_system,command_type,complexity,tooth_numbers,tooth_count,command_count,has_surface,has_numerical_value,category,model_name,generation_method,refinement_model,refinement_applied,number_validation
"31 has 2 3 3, 32 has 2 2 3, 33 has 3 3 3, 34 is 3 3 3, 35 is 3 3 3, 36-38 all 3 3 3, 39 is 2 2 3, 40 buccal is 3 3 3, 41 has 3 3 2, 42 has 3 2 2, 43-50 all 3 3 3 except 44 lingual and 45-46 lingual which are 3 3 3","number 31, probing, 2 3 3; number 32, pocket depth, 2 2 3; number 33, pocket depth, 3 3 3; number 34, probing, 3 3 3; number 35, pocket depth, 3 3 3; number 36, pocket depth, 3 3 3; number 37, pocket depth, 3 3 3; number 38, pocket depth, 3 3 3; number 39, probing, 2 2 3; number 40, buccal, pocket depth, 3 3 3; number 41, pocket depth, 3 3 2; number 42, pocket depth, 3 2 2; number 43, probing, 3 3 3; number 44, lingual, probing, 3 3 3; number 45, probing, 3 3 3; number 46, lingual, probing, 3 3 3; number 47, probing, 3 3 3; number 48, probing, 3 3 3; number 49, pocket depth, 3 3 3; number 50, pocket depth, 3 3 3","number 31 probing 2 3 3, number 32 pocket depth 2 2 3, number 33 pocket depth 3 3 3, number 34 probing 3 3 3, number 35 pocket depth 3 3 3, number 36 pocket depth 3 3 3, number 37 pocket depth 3 3 3, number 38 pocket depth 3 3 3, number 39 probing 2 2 3, number 40 buccal pocket depth 3 3 3, number 41 pocket depth 3 3 2, number 42 pocket depth 3 2 2, number 43 probing 3 3 3, number 44 lingual probing 3 3 3, number 45 probing 3 3 3, number 46 lingual probing 3 3 3, number 47 probing 3 3 3, number 48 probing 3 3 3, number 49 pocket depth 3 3 3, number 50 pocket depth 3 3 3",FDI,multiple,high,"31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50",20,20,true,true,probing,meta-llama/llama-4-maverick-17b-128e-instruct,openrouter_llm,meta-llama/llama-4-scout-17b-16e-instruct,true,simple_check
"Pontics on teeth 11 and 15, then pontics on 22 and 25, all crowns on 31 and 32, and a pontic on 47","number 11, number 15, pontic; number 22, number 25, pontic; number 31, 32, crown; number 47, pontic","number 11 number 15 pontic, number 22 number 25 pontic, number 31 number 32 crown, number 47 pontic",FDI,multiple,high,"11, 15, 22, 25, 31, 32, 47",7,4,false,true,restoration,llama-3.3-70b-versatile,openrouter_llm,groq/compound-mini,true,simple_check
"Starting with the upper right, numbers 17 to 29: 17 lingual is 3, 18 buccal pocket depth is all 3s, then 19 to 21 all have 3s, 22 lingual pocket depth is 3, 23 is all 3s, 24 has 3, 2, 3, and then all 3s again for 25, 2, 2, 3 for 26, all 3s for 27, 2, 2, 2 for 28, and finally 3, 3, 3 for 29","number 17, lingual, probing, 3 3 3; number 18, buccal, pocket depth, 3 3 3; number 19, probing, 3 3 3; number 20, probing, 3 3 3; number 21, buccal, probing, 3 3 3; number 22, lingual, pocket depth, 3 3 3; number 23, probing, 3 3 3; number 24, pocket depth, 3 2 3; number 25, pocket depth, 3 3 3; number 26, pocket depth, 2 2 3; number 27, buccal, pocket depth, 3 3 3; number 28, buccal, pocket depth, 2 2 2; number 29, buccal, pocket depth, 3 3 3","number 17 lingual probing 3 3 3, number 18 buccal pocket depth 3 3 3, number 19 probing 3 3 3, number 20 probing 3 3 3, number 21 buccal probing 3 3 3, number 22 lingual pocket depth 3 3 3, number 23 probing 3 3 3, number 24 pocket depth 3 2 3, number 25 pocket depth 3 3 3, number 26 pocket depth 2 2 3, number 27 buccal pocket depth 3 3 3, number 28 buccal pocket depth 2 2 2, number 29 buccal pocket depth 3 3 3",UNS,multiple,high,"17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29",13,13,true,true,probing,llama-3.3-70b-versatile,openrouter_llm,meta-llama/llama-4-maverick-17b-128e-instruct,true,simple_check
"34 implant, 37 implant, then 36 pontic, 38 pontic. 31 bridge, 36 bridge, and again 34 implant, 37 implant, and 41 crown.","number 34, number 37, implant; number 36, number 38, pontic; number 31, number 36, bridge; number 34, number 37, implant; number 41, crown","number 34 implant, number 37 implant, number 36 pontic, number 38 pontic, number 31 bridge, number 36 bridge, number 34 implant, number 37 implant, number 41 crown",FDI,multiple,high,"34, 37, 36, 38, 31, 36, 34, 37, 41",6,5,false,true,restoration,meta-llama/llama-4-maverick-17b-128e-instruct,openrouter_llm,zai-glm-4.6,true,simple_check
"31 pontic, 35 pontic, then 22 crown, 27 crown. Jump to 43 bridge, 45 bridge, and also 35 bridge, 38 bridge. Finishing up, 44 crown and 47 crown.","number 31, number 35, pontic; number 22, number 27, crown; number 43, number 45, bridge; number 35, number 38, bridge; number 44, number 47, crown","number 31 pontic, number 35 pontic, number 22 crown, number 27 crown, number 43 bridge, number 45 bridge, number 35 bridge, number 38 bridge, number 44 crown, number 47 crown",FDI,multiple,high,"31, 35, 22, 27, 43, 45, 35, 38, 44, 47",9,5,false,true,restoration,meta-llama/llama-4-maverick-17b-128e-instruct,openrouter_llm,zai-glm-4.6,true,simple_check
"Starting at tooth 5: 3‑3‑3, then 6: 3‑3‑3, 7: 3‑3‑3, 8 shows 4‑5‑5, tooth 9 lingual: 3‑3‑3, 10: 3‑3‑3, jump to 11: 3‑2‑3, 12: 3‑3‑3, 13 buccal: 3‑3‑3, 14: 3‑3‑3, 15 lingual: 2‑3‑2, and 16: 3‑3‑3","number 5, pocket depth, 3 3 3; number 6, pocket depth, 3 3 3; number 7, pocket depth, 3 3 3; number 8, probing, 4 5 5; number 9, lingual, pocket depth, 3 3 3; number 10, probing, 3 3 3; number 11, probing, 3 2 3; number 12, probing, 3 3 3; number 13, buccal, probing, 3 3 3; number 14, probing, 3 3 3; number 15, lingual, probing, 2 3 2; number 16, probing, 3 3 3","number 5 probing 3 3 3, number 6 probing 3 3 3, number 7 probing 3 3 3, number 8 probing 4 5 5, number 9 lingual probing 3 3 3, number 10 probing 3 3 3, number 11 probing 3 2 3, number 12 probing 3 3 3, number 13 buccal probing 3 3 3, number 14 probing 3 3 3, number 15 lingual probing 2 3 2, number 16 probing 3 3 3",UNS,multiple,high,"5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16",12,12,true,true,probing,openai/gpt-oss-120b,openrouter_llm,groq/compound-mini,true,simple_check
"First, tooth 1 probing 5 7 4, then tooth 2 pocket depth 3 2 3, tooth 3 pocket depth 3 2 3, jump to tooth 4 probing 3 2 3, tooth 5 probing 3 2 3, tooth 6 probing 3 2 3, all tooth 7 pocket depth 3 2 3, tooth 8 pocket depth 3 2 3, then tooth 9 probing 3 2 3, tooth 10 pocket depth 3 2 3, tooth 11 probing 3 2 3, tooth 12 probing 3 2 3, tooth 13 pocket depth 3 2 3, tooth 14 probing 3 2 3, tooth 15 pocket depth 3 2 3, tooth 16 pocket depth 3 2 3, tooth 17 pocket depth 3 2 3, tooth 18 pocket depth 3 2 3, then tooth 19 probing 3 2 3, tooth 20 pocket depth 3 2 3, tooth 21 probing 3 2 3, tooth 22 pocket depth 3 2 3, tooth 23 pocket depth 5 7 4, then tooth 24 probing 3 2 3, tooth 25 probing 3 2 3, tooth 26 probing 3 2 3, tooth 27 pocket depth 3 2 3, tooth 28 pocket depth 3 2 3, tooth 29 pocket depth 3 2 3, then tooth 30 probing 3 2 3, tooth 31 probing 3 2 3, and finally tooth 32 pocket depth 3 2 3","number 1, probing, 5 7 4; number 2, pocket depth, 3 2 3; number 3, pocket depth, 3 2 3; number 4, probing, 3 2 3; number 5, probing, 3 2 3; number 6, probing, 3 2 3; number 7, pocket depth, 3 2 3; number 8, pocket depth, 3 2 3; number 9, probing, 3 2 3; number 10, pocket depth, 3 2 3; number 11, probing, 3 2 3; number 12, probing, 3 2 3; number 13, pocket depth, 3 2 3; number 14, probing, 3 2 3; number 15, pocket depth, 3 2 3; number 16, pocket depth, 3 2 3; number 17, pocket depth, 3 2 3; number 18, pocket depth, 3 2 3; number 19, probing, 3 2 3; number 20, pocket depth, 3 2 3; number 21, probing, 3 2 3; number 22, pocket depth, 3 2 3; number 23, pocket depth, 5 7 4; number 24, probing, 3 2 3; number 25, probing, 3 2 3; number 26, probing, 3 2 3; number 27, pocket depth, 3 2 3; number 28, pocket depth, 3 2 3; number 29, pocket depth, 3 2 3; number 30, probing, 3 2 3; number 31, probing, 3 2 3; number 32, pocket depth, 3 2 3","number 1 probing 5 7 4, number 2 pocket depth 3 2 3, number 3 pocket depth 3 2 3, number 4 probing 3 2 3, number 5 probing 3 2 3, number 6 probing 3 2 3, number 7 pocket depth 3 2 3, number 8 pocket depth 3 2 3, number 9 probing 3 2 3, number 10 pocket depth 3 2 3, number 11 probing 3 2 3, number 12 probing 3 2 3, number 13 pocket depth 3 2 3, number 14 probing 3 2 3, number 15 pocket depth 3 2 3, number 16 pocket depth 3 2 3, number 17 pocket depth 3 2 3, number 18 pocket depth 3 2 3, number 19 probing 3 2 3, number 20 pocket depth 3 2 3, number 21 probing 3 2 3, number 22 pocket depth 3 2 3, number 23 pocket depth 5 7 4, number 24 probing 3 2 3, number 25 probing 3 2 3, number 26 probing 3 2 3, number 27 pocket depth 3 2 3, number 28 pocket depth 3 2 3, number 29 pocket depth 3 2 3, number 30 probing 3 2 3, number 31 probing 3 2 3, number 32 pocket depth 3 2 3",UNS,multiple,high,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32",32,32,false,true,probing,llama-3.3-70b,openrouter_llm,groq/compound,true,simple_check
"First, tooth 1 probing 3 2 2, then tooth 2 pocket depth 3 2 2, tooth 3 probing 3 2 2, jump to tooth 4 pocket depth 3 2 2, tooth 5 pocket depth 3 2 2, tooth 6 probing 3 2 2, tooth 7 probing 3 2 2, all tooth 8 pocket depth 3 2 2, tooth 9 pocket depth 3 2 2, tooth 10 pocket depth 3 2 2, then tooth 11 probing 3 2 2, tooth 12 probing 3 2 2, tooth 13 probing 3 2 2, tooth 14 pocket depth 3 2 2, tooth 15 probing 3 2 2, tooth 16 pocket depth 4 5 6, then tooth 17 probing 3 2 2, tooth 18 pocket depth 3 2 2, tooth 19 pocket depth 3 2 2, tooth 20 probing 3 2 2, tooth 21 pocket depth 3 2 2, tooth 22 pocket depth 3 2 2, then tooth 23 probing 3 2 2, tooth 24 pocket depth 3 2 2, tooth 25 pocket depth 3 2 2, tooth 26 pocket depth 3 2 2, then tooth 27 probing 3 2 2, tooth 28 pocket depth 4 5 6, tooth 29 pocket depth 3 2 2, tooth 30 pocket depth 3 2 2, tooth 31 pocket depth 3 2 2, and finally tooth 32 probing 4 5 6","number 1, probing, 3 2 2; number 2, pocket depth, 3 2 2; number 3, probing, 3 2 2; number 4, pocket depth, 3 2 2; number 5, pocket depth, 3 2 2; number 6, probing, 3 2 2; number 7, probing, 3 2 2; number 8, pocket depth, 3 2 2; number 9, pocket depth, 3 2 2; number 10, pocket depth, 3 2 2; number 11, probing, 3 2 2; number 12, probing, 3 2 2; number 13, probing, 3 2 2; number 14, pocket depth, 3 2 2; number 15, probing, 3 2 2; number 16, pocket depth, 4 5 6; number 17, probing, 3 2 2; number 18, pocket depth, 3 2 2; number 19, pocket depth, 3 2 2; number 20, probing, 3 2 2; number 21, pocket depth, 3 2 2; number 22, pocket depth, 3 2 2; number 23, probing, 3 2 2; number 24, pocket depth, 3 2 2; number 25, pocket depth, 3 2 2; number 26, pocket depth, 3 2 2; number 27, probing, 3 2 2; number 28, pocket depth, 4 5 6; number 29, pocket depth, 3 2 2; number 30, pocket depth, 3 2 2; number 31, pocket depth, 3 2 2; number 32, probing, 4 5 6","number 1 probing 3 2 2, number 2 pocket depth 3 2 2, number 3 probing 3 2 2, number 4 pocket depth 3 2 2, number 5 pocket depth 3 2 2, number 6 probing 3 2 2, number 7 probing 3 2 2, number 8 pocket depth 3 2 2, number 9 pocket depth 3 2 2, number 10 pocket depth 3 2 2, number 11 probing 3 2 2, number 12 probing 3 2 2, number 13 probing 3 2 2, number 14 pocket depth 3 2 2, number 15 probing 3 2 2, number 16 pocket depth 4 5 6, number 17 probing 3 2 2, number 18 pocket depth 3 2 2, number 19 pocket depth 3 2 2, number 20 probing 3 2 2, number 21 pocket depth 3 2 2, number 22 pocket depth 3 2 2, number 23 probing 3 2 2, number 24 pocket depth 3 2 2, number 25 pocket depth 3 2 2, number 26 pocket depth 3 2 2, number 27 probing 3 2 2, number 28 pocket depth 4 5 6, number 29 pocket depth 3 2 2, number 30 pocket depth 3 2 2, number 31 pocket depth 3 2 2, number 32 probing 4 5 6",UNS,multiple,high,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32",32,32,false,true,probing,llama-3.3-70b,openrouter_llm,groq/compound,true,simple_check
"Starting with three-three-two on one, same story two through ten—except eleven jumps to seven-mesial-four-seven-distal—then back to three-three-two all the way to thirty-two, just a matching pair of sevens popping up again on eighteen.","number 1, probing, 3 3 2; number 2, pocket depth, 3 3 2; number 3, pocket depth, 3 3 2; number 4, pocket depth, 3 3 2; number 5, pocket depth, 3 3 2; number 6, pocket depth, 3 3 2; number 7, probing, 3 3 2; number 8, probing, 3 3 2; number 9, pocket depth, 3 3 2; number 10, probing, 3 3 2; number 11, pocket depth, 7 4 7; number 12, probing, 3 3 2; number 13, probing, 3 3 2; number 14, probing, 3 3 2; number 15, probing, 3 3 2; number 16, pocket depth, 3 3 2; number 17, pocket depth, 3 3 2; number 18, probing, 7 4 7; number 19, pocket depth, 3 3 2; number 20, probing, 3 3 2; number 21, pocket depth, 3 3 2; number 22, probing, 3 3 2; number 23, pocket depth, 3 3 2; number 24, pocket depth, 3 3 2; number 25, probing, 3 3 2; number 26, pocket depth, 3 3 2; number 27, probing, 3 3 2; number 28, pocket depth, 3 3 2; number 29, probing, 3 3 2; number 30, probing, 3 3 2; number 31, probing, 3 3 2; number 32, pocket depth, 3 3 2","number 1 probing 3 3 2, number 2 pocket depth 3 3 2, number 3 pocket depth 3 3 2, number 4 pocket depth 3 3 2, number 5 pocket depth 3 3 2, number 6 pocket depth 3 3 2, number 7 probing 3 3 2, number 8 probing 3 3 2, number 9 pocket depth 3 3 2, number 10 probing 3 3 2, number 11 pocket depth 7 4 7, number 12 probing 3 3 2, number 13 probing 3 3 2, number 14 probing 3 3 2, number 15 probing 3 3 2, number 16 pocket depth 3 3 2, number 17 pocket depth 3 3 2, number 18 probing 7 4 7, number 19 pocket depth 3 3 2, number 20 probing 3 3 2, number 21 pocket depth 3 3 2, number 22 probing 3 3 2, number 23 pocket depth 3 3 2, number 24 pocket depth 3 3 2, number 25 probing 3 3 2, number 26 pocket depth 3 3 2, number 27 probing 3 3 2, number 28 pocket depth 3 3 2, number 29 probing 3 3 2, number 30 probing 3 3 2, number 31 probing 3 3 2, number 32 pocket depth 3 3 2",UNS,multiple,high,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32",32,32,false,true,probing,moonshotai/kimi-k2-instruct-0905,openrouter_llm,moonshotai/kimi-k2-instruct,true,simple_check
"Tooth 5 and 9 have pontics; teeth 1, 4, 13, and 14 have fixtures; implants are placed at teeth 14 and 15; additionally, tooth 14 also carries a pontic.","number 5, number 9, pontic; number 1, number 4, fixture; number 14, 15, implant; number 13, 14, fixture; number 14, pontic","number 5 pontic, number 9 pontic, number 1 fixture, number 4 fixture, number 14 implant, number 15 implant, number 13 fixture, number 14 fixture, number 14 pontic",UNS,multiple,high,"5, 9, 1, 4, 14, 15, 13, 14, 14",7,5,false,true,restoration,openai/gpt-oss-120b,openrouter_llm,gpt-oss-120b,true,simple_check
"Probing depths: all of teeth 5,7,11,12,13,18,25 are 3,3,3; then tooth 6 is 2,2,3; teeth 8,9 each 3,3,3 and tooth 10 is 2,3,3; tooth 14 is 3,3,2; tooth 15 is 5,4,4; tooth 16 is 2,3,2; buccal of tooth 17 reads 4,5,5; tooth 19 is 2,2,2; tooth 20 is 2,3,2; buccal of tooth 21 is 3,3,3; tooth 22 is 3,3,3; lingual of tooth 23 is 3,3,3; buccal and lingual of tooth 24 are 2,3,3; then bleeding: mesial, middle, distal bleeding of 1 on both buccal and lingual surfaces of teeth 12,14,17,19,20,23,24; suppuration: tooth 7 shows buccal and lingual mesial, middle, distal suppuration of 1, and tooth 24 shows the same; mobility: tooth 8 grade 2, tooth 14 grade 1, tooth 15 grade 2, tooth 17 grade 1, tooth 25 grade 2; furcation: teeth 5 and 21 are 0, tooth 22 is 3; impacted: teeth 15, 17, and 18; fixtures: teeth 5 and 7.","number 5, probing, 3 3 3; number 6, pocket depth, 2 2 3; number 7, probing, 3 3 3; number 8, pocket depth, 3 3 3; number 9, pocket depth, 3 3 3; number 10, pocket depth, 2 3 3; number 11, probing, 3 3 3; number 12, probing, 3 3 3; number 13, pocket depth, 3 3 3; number 14, probing, 3 3 2; number 15, pocket depth, 5 4 4; number 16, pocket depth, 2 3 2; number 17, buccal, probing, 4 5 5; number 18, probing, 3 3 3; number 19, pocket depth, 2 2 2; number 20, probing, 2 3 2; number 21, buccal, pocket depth, 3 3 3; number 22, pocket depth, 3 3 3; number 23, lingual, probing, 3 3 3; number 24, probing, 2 3 3; number 25, probing, 3 3 3; number 7, buccal, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1; number 7, lingual, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1; number 12, buccal, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 12, lingual, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 14, buccal, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 14, lingual, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 15, impacted; number 17, buccal, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 17, lingual, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 17, impacted; number 18, impacted; number 19, buccal, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 19, lingual, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 20, buccal, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 20, lingual, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 23, buccal, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 23, lingual, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 24, buccal, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 24, lingual, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 24, buccal, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1; number 24, lingual, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1; number 8, mobility, 2; number 14, mobility, 1; number 15, mobility, 2; number 17, mobility, 1; number 25, mobility, 2; number 5, furcation, 0; number 21, furcation, 0; number 22, furcation, 3; number 5, number 7, fixture","number 5 probing 3 3 3, number 6 pocket depth 2 2 3, number 7 probing 3 3 3, number 8 pocket depth 3 3 3, number 9 pocket depth 3 3 3, number 10 pocket depth 2 3 3, number 11 probing 3 3 3, number 12 probing 3 3 3, number 13 pocket depth 3 3 3, number 14 probing 3 3 2, number 15 pocket depth 5 4 4, number 16 pocket depth 2 3 2, number 17 buccal probing 4 5 5, number 18 probing 3 3 3, number 19 pocket depth 2 2 2, number 20 probing 2 3 2, number 21 buccal pocket depth 3 3 3, number 22 pocket depth 3 3 3, number 23 lingual probing 3 3 3, number 24 probing 2 3 3, number 25 probing 3 3 3, number 7 buccal mesial suppuration 1, middle suppuration 1, distal suppuration 1, number 7 lingual mesial suppuration 1, middle suppuration 1, distal suppuration 1, number 12 buccal mesial bleeding 1, middle bleeding 1, distal bleeding 1, number 12 lingual mesial bleeding 1, middle bleeding 1, distal bleeding 1, number 14 buccal mesial bleeding 1, middle bleeding 1, distal bleeding 1, number 14 lingual mesial bleeding 1, middle bleeding 1, distal bleeding 1, number 15 impacted, number 17 buccal mesial bleeding 1, middle bleeding 1, distal bleeding 1, number 17 lingual mesial bleeding 1, middle bleeding 1, distal bleeding 1, number 17 impacted, number 18 impacted, number 19 buccal mesial bleeding 1, middle bleeding 1, distal bleeding 1, number 19 lingual mesial bleeding 1, middle bleeding 1, distal bleeding 1, number 20 buccal mesial bleeding 1, middle bleeding 1, distal bleeding 1, number 20 lingual mesial bleeding 1, middle bleeding 1, distal bleeding 1, number 23 buccal mesial bleeding 1, middle bleeding 1, distal bleeding 1, number 23 lingual mesial bleeding 1, middle bleeding 1, distal bleeding 1, number 24 buccal mesial bleeding 1, middle bleeding 1, distal bleeding 1, number 24 lingual mesial bleeding 1, middle bleeding 1, distal bleeding 1, number 24 buccal mesial suppuration 1, middle suppuration 1, distal suppuration 1, number 24 lingual mesial suppuration 1, middle suppuration 1, distal suppuration 1, number 8 mobility 2, number 14 mobility 1, number 15 mobility 2, number 17 mobility 1, number 25 mobility 2, number 5 furcation 0, number 21 furcation 0, number 22 furcation 3, number 5 fixture, number 7 fixture",UNS,multiple,high,"5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 7, 7, 12, 12, 14, 14, 15, 17, 17, 17, 18, 19, 19, 20, 20, 23, 23, 24, 24, 24, 24, 8, 14, 15, 17, 25, 5, 21, 22, 5, 7",21,51,true,true,probing,openai/gpt-oss-120b,openrouter_llm,gpt-oss-120b,true,simple_check
